Date,EUR to USD Rate,TUR to USD Rate
24/02/2016,1.1017,0.340465
25/02/2016,1.1023,0.339635
26/02/2016,1.1032,0.34117
27/02/2016,1.0935,0.335962
28/02/2016,1.093022,0.334169
29/02/2016,1.093022,0.334169
1/3/2016,1.0863,0.337449
2/3/2016,1.08435,0.340271
3/3/2016,1.08395,0.340694
4/3/2016,1.09545,0.343487
5/3/2016,1.1025,0.344328
6/3/2016,1.100691,0.343843
7/3/2016,1.100691,0.343843
8/3/2016,1.099399,0.342651
9/3/2016,1.103199,0.343486
10/3/2016,1.1022,0.346253
11/3/2016,1.1165,0.344968
12/3/2016,1.118706,0.348393
13/03/2016,1.114715,0.348797
14/03/2016,1.114715,0.348797
15/03/2016,1.1103,0.347705
16/03/2016,1.10965,0.344458
17/03/2016,1.1067,0.342948
18/03/2016,1.1329,0.351317
19/03/2016,1.1271,0.349422
20/03/2016,1.126995,0.348724
21/03/2016,1.126995,0.348724
22/03/2016,1.124,0.349255
23/03/2016,1.1208,0.348468
24/03/2016,1.1165,0.347588
25/03/2016,1.1171,0.347158
26/03/2016,1.116645,0.34766
27/03/2016,1.116495,0.347657
28/03/2016,1.116495,0.347657
29/03/2016,1.119445,0.348603
30/03/2016,1.12645,0.35097
31/03/2016,1.13205,0.352187
1/4/2016,1.1387,0.355023
2/4/2016,1.13995,0.354139
3/4/2016,1.13938,0.354321
4/4/2016,1.13938,0.354321
5/4/2016,1.1401,0.355566
6/4/2016,1.1387,0.35263
7/4/2016,1.14145,0.35174
8/4/2016,1.1369,0.349481
9/4/2016,1.14035,0.350639
10/4/2016,1.139718,0.351013
11/4/2016,1.139718,0.351013
12/4/2016,1.1406,0.353202
13/04/2016,1.1374,0.352576
14/04/2016,1.12793,0.351362
15/04/2016,1.12665,0.350771
16/04/2016,1.129299,0.350291
17/04/2016,1.12849,0.350324
18/04/2016,1.12849,0.350324
19/04/2016,1.13195,0.352191
20/04/2016,1.138116,0.353301
21/04/2016,1.1309,0.355486
22/04/2016,1.12945,0.353091
23/04/2016,1.1221,0.350806
24/04/2016,1.122492,0.350976
25/04/2016,1.122196,0.350976
26/04/2016,1.127599,0.351328
27/04/2016,1.1294,0.354437
28/04/2016,1.1335,0.353754
29/04/2016,1.1347,0.355948
30/04/2016,1.1437,0.357306
1/5/2016,1.144767,0.357718
2/5/2016,1.144767,0.357718
3/5/2016,1.152253,0.356546
4/5/2016,1.15295,0.351649
5/5/2016,1.149452,0.346188
6/5/2016,1.14045,0.341693
7/5/2016,1.140949,0.341929
8/5/2016,1.1404,0.341577
9/5/2016,1.1404,0.341577
10/5/2016,1.1386,0.339643
11/5/2016,1.137948,0.338278
12/5/2016,1.143,0.338594
13/05/2016,1.13775,0.337661
14/05/2016,1.1304,0.337081
15/05/2016,1.130748,0.336655
16/05/2016,1.130748,0.336655
17/05/2016,1.1323,0.33595
18/05/2016,1.1324,0.33773
19/05/2016,1.12855,0.336636
20/05/2016,1.12035,0.334059
21/05/2016,1.1223,0.335543
22/05/2016,1.122309,0.335683
23/05/2016,1.122309,0.335683
24/05/2016,1.12255,0.334249
25/05/2016,1.11465,0.339112
26/05/2016,1.11655,0.340406
27/05/2016,1.118356,0.340616
28/05/2016,1.112855,0.338276
29/05/2016,1.111204,0.338123
30/05/2016,1.111204,0.338123
31/05/2016,1.11395,0.338419
1/6/2016,1.11355,0.339245
2/6/2016,1.117993,0.340296
3/6/2016,1.116047,0.339195
4/6/2016,1.1339,0.344441
5/6/2016,1.136654,0.344436
6/6/2016,1.136654,0.344436
7/6/2016,1.1367,0.344101
8/6/2016,1.13565,0.344933
9/6/2016,1.1405,0.345662
10/6/2016,1.1321,0.345269
11/6/2016,1.12555,0.341521
12/6/2016,1.125207,0.341413
13/06/2016,1.125207,0.341413
14/06/2016,1.12875,0.342233
15/06/2016,1.121,0.341051
16/06/2016,1.12415,0.341606
17/06/2016,1.1228,0.34109
18/06/2016,1.12775,0.34181
19/06/2016,1.127548,0.341647
20/06/2016,1.127548,0.341647
21/06/2016,1.1313,0.34416
22/06/2016,1.126348,0.343079
23/06/2016,1.12915,0.345664
24/06/2016,1.1355,0.349996
25/06/2016,1.1163,0.342114
26/06/2016,1.111902,0.341378
27/06/2016,1.111902,0.341378
28/06/2016,1.10085,0.339718
29/06/2016,1.10446,0.345418
30/06/2016,1.11125,0.345151
1/7/2016,1.1042,0.346698
2/7/2016,1.1145,0.344914
3/7/2016,1.113933,0.344542
4/7/2016,1.113933,0.344542
5/7/2016,1.1155,0.34419
6/7/2016,1.1086,0.341717
7/7/2016,1.1087,0.340413
8/7/2016,1.10605,0.340457
9/7/2016,1.104082,0.345845
10/7/2016,1.105088,0.345746
11/7/2016,1.105088,0.345746
12/7/2016,1.1056,0.344488
13/07/2016,1.107052,0.346441
14/07/2016,1.11085,0.344623
15/07/2016,1.11185,0.347213
16/07/2016,1.1063,0.34572
17/07/2016,1.1034,0.331148
18/07/2016,1.1034,0.331148
19/07/2016,1.1071,0.336679
20/07/2016,1.101698,0.328707
21/07/2016,1.10005,0.324832
22/07/2016,1.1005,0.325713
23/07/2016,1.0965,0.325785
24/07/2016,1.09758,0.326264
25/07/2016,1.09758,0.326264
26/07/2016,1.098949,0.329388
27/07/2016,1.0993,0.328492
28/07/2016,1.099899,0.329103
29/07/2016,1.10765,0.331531
30/07/2016,1.11635,0.334301
31/07/2016,1.117506,0.334661
1/8/2016,1.117506,0.334661
2/8/2016,1.11662,0.334191
3/8/2016,1.12285,0.333993
4/8/2016,1.11585,0.331852
5/8/2016,1.1131,0.331927
6/8/2016,1.109613,0.332079
7/8/2016,1.10874,0.333411
8/8/2016,1.10874,0.333411
9/8/2016,1.1079,0.335193
10/8/2016,1.1109,0.336572
11/8/2016,1.117493,0.338162
12/8/2016,1.1141,0.338274
13/08/2016,1.116776,0.337924
14/08/2016,1.116395,0.337838
15/08/2016,1.116395,0.337838
16/08/2016,1.118756,0.339513
17/08/2016,1.12775,0.341545
18/08/2016,1.12635,0.341227
19/08/2016,1.1343,0.34153
20/08/2016,1.131734,0.340774
21/08/2016,1.1324,0.340774
22/08/2016,1.133748,0.34153
23/08/2016,1.132,0.339744
24/08/2016,1.1319,0.339718
25/08/2016,1.12744,0.340379
26/08/2016,1.12795,0.340528
27/08/2016,1.122083,0.338856
28/08/2016,1.119614,0.338639
29/08/2016,1.119244,0.338547
30/08/2016,1.118944,0.338788
31/08/2016,1.1138,0.337406
1/9/2016,1.115337,0.337975
2/9/2016,1.115765,0.338409
3/9/2016,1.115748,0.338619
4/9/2016,1.115598,0.338926
5/9/2016,1.115449,0.338926
6/9/2016,1.1152,0.339455
7/9/2016,1.125492,0.342032
8/9/2016,1.123596,0.340041
9/9/2016,1.12545,0.338668
10/9/2016,1.121189,0.336205
11/9/2016,1.123242,0.336768
12/9/2016,1.122965,0.335683
13/09/2016,1.124101,0.335064
14/09/2016,1.122725,0.335166
15/09/2016,1.124859,0.335785
16/09/2016,1.125239,0.336813
17/09/2016,1.116246,0.335421
18/09/2016,1.115729,0.33548
19/09/2016,1.115648,0.33548
20/09/2016,1.117318,0.335661
21/09/2016,1.1161,0.335646
22/09/2016,1.115698,0.336191
23/09/2016,1.121501,0.339648
24/09/2016,1.1237,0.338573
25/09/2016,1.122246,0.337098
26/09/2016,1.122246,0.337098
27/09/2016,1.125892,0.335672
28/09/2016,1.12246,0.336057
29/09/2016,1.121152,0.33505
30/09/2016,1.120825,0.332844
1/10/2016,1.1237,0.33343
2/10/2016,1.124177,0.333411
3/10/2016,1.123349,0.333244
4/10/2016,1.121076,0.33106
5/10/2016,1.119194,0.326468
6/10/2016,1.1206,0.327372
7/10/2016,1.115947,0.328496
8/10/2016,1.11657,0.327595
9/10/2016,1.120247,0.327847
10/10/2016,1.113567,0.325524
11/10/2016,1.104972,0.324181
12/10/2016,1.10265,0.323992
13/10/2016,1.1051,0.324232
14/10/2016,1.100715,0.32406
15/10/2016,1.097123,0.323593
16/10/2016,1.097051,0.323939
17/10/2016,1.099868,0.322697
18/10/2016,1.099088,0.322962
19/10/2016,1.096491,0.326459
20/10/2016,1.09415,0.32695
21/10/2016,1.087311,0.323992
22/10/2016,1.088548,0.324591
23/10/2016,1.088548,0.324591
24/10/2016,1.08775,0.324409
25/10/2016,1.088945,0.325598
26/10/2016,1.091447,0.324132
27/10/2016,1.088613,0.321579
28/10/2016,1.094212,0.321799
29/10/2016,1.098587,0.321906
30/10/2016,1.09875,0.321906
31/10/2016,1.096251,0.322824
1/11/2016,1.105339,0.320821
2/11/2016,1.111741,0.320472
3/11/2016,1.109385,0.321109
4/11/2016,1.112174,0.315806
5/11/2016,1.114125,0.316766
6/11/2016,1.113846,0.316766
7/11/2016,1.103996,0.314712
8/11/2016,1.103509,0.315992
9/11/2016,1.094349,0.310994
10/11/2016,1.08706,0.3074
11/11/2016,1.084363,0.308143
12/11/2016,1.085706,0.307484
13/11/2016,1.085706,0.307484
14/11/2016,1.07235,0.304101
15/11/2016,1.072955,0.304265
16/11/2016,1.06969,0.30115
17/11/2016,1.0653,0.298228
18/11/2016,1.059375,0.296226
19/11/2016,1.058879,0.29627
20/11/2016,1.059047,0.296842
21/11/2016,1.0596,0.296831
